CASE,SERIAL,REF,QUESTNNR,MODE,LANGUAGE,STARTED,AT02_01,AT02_02,AT02_03,AT02_04,AT02_05,AT02_06,AT02_07,AT02_08,AT02_09,AT02_10,AT02_11,AT02_12,AT02_13,AT02_14,AT02_15,AT02_16,AT02_17,AT02_18,AT02_19,AT02_20,AT02_21,AT02_22,AT02_23,AT02_24,AT02_25,AT02_26,AT02_27,AT02_28,AT02_29,AT02_30,AT02_31,AT02_32,AT02_33,AT02_34,AT02_35,AT02_36,AT02_37,AT02_38,AT02_39,AT02_40,AT02_41,AT02_42,AT02_43,AT02_44,AT02_45,AT02_46,AT02_47,MC04,MN01_01,OM01,OM01_05,OM02,OM02_07,OM04_01,OM05_01,OM06_01,OM07_01,OM08_01,OM11,OM11_01,OM11_02,OM11_03,OM11_04,OM11_05,OM11_06,OM11_07,OM11_08,OM11_09,OM11_11,OM11_10,OM11_10a,RG01,RG04,RG03_01,RG05,RS01_01,SD01_08,SD02,SD03,SD04,SD04_07,SD05,SD06_01,SD07_01,SD08,SD08_03,SD09,SD09_04,SD10,SD11,SD13,SD13_02,SD15,SE01_13,SE01_10,SE01_01,SE01_07,SE01_12,SE01_15,SE01_09,SE01_17,SE01_08,SE01_14,SE01_18,SE01_16,SE01_03,SE01_05,SE01_04,SE01_11,SE01_06,SE01_02,WC03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME_SUM,MAILSENT,LASTDATA,STATUS,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
728,,,base,interview,eng,2025-06-13 08:50:24,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,3.0,5.0,1.0,6.0,3.0,6.0,2.0,3.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,6.0,6.0,2.0,5.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,,3.0,,2.0,,"Most robots cannot lie, and some students do benefit from direct and honest feedback that can be delivered by the robot. ","Robots could replace human music teachers, thus rendering that job as useless.",To witness how a new innovation can be used to enhance the learning musical experience for children and how they respond to its presence,There does not really seem to be a pressing need for a robotic assistance in this field at the moment,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,25.0,4.0,2.0,4.0,,1.0,,,-9.0,,-9.0,,1.0,1.0,2.0,13.0,-9.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1,24,43.0,21.0,19.0,153.0,107.0,192.0,62.0,8.0,629,,2025-06-13 09:00:54,,1,0,9,9,8,4,1.49
729,,,base,interview,ger,2025-06-13 10:48:13,4.0,4.0,4.0,4.0,4.0,6.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,1.0,1.0,3.0,6.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,6.0,1.0,,3.0,,1.0,,"fachgerechtes Üben zu ermöglichen, konstruktives Lernen","eine zu große emotionale Bindung des Kindes an den Roboter, Falsche Anleitung des Kindes aufgrund mangelder Informationen des Roboters, fachlich als auch im Umgang mit menschlichen Emotionen, Verhaltensweisen, etc.",Personalmangel oder zu wenig Förderung könnte so ausgeglichen werden,"Ich habe Bedenken wegen der Finanzierung und der generellen Durchführbarkeit. Ein ganzes Land mit hochtechnologisierten Robotern auszustatten und den gesellschaftlichen Wandel anzustoßen damit der Einsatz der Roboter aktzeptiert wird erscheint mir sehr schwierig in einem Land, dass sich grade erst vom Fax verabschiedet hat.",Die Fragen auf den ersten Seiten waren sich sehr ähnlich.,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,26.0,1.0,2.0,6.0,,1.0,8.0,8.0,2.0,,3.0,,4.0,1.0,2.0,18.0,-9.0,6.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,1,32,78.0,18.0,25.0,148.0,123.0,732.0,99.0,7.0,1262,,2025-06-13 11:09:15,,1,0,9,9,3,1,1.12
737,,,base,interview,ger,2025-06-13 18:27:07,2.0,3.0,3.0,4.0,5.0,6.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,6.0,1.0,2.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,6.0,6.0,6.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,3.0,1.0,6.0,1.0,,2.0,,3.0,,"Ein Roboter wäre eine Art neutrale ""Person"", die nicht durch andere Beziehungen zum Kind eingeschränkt ist. Gerade Eltern fällt es oft schwer, Kinder im täglichen Übeprozess zu unterstützen (ähnlich wie bei Hausaufgaben). ","In Kombination mit LLM-basierter Kommunikation sehe vor allem die zeitliche Unabhängigkeit im Übeprozess zu unterstützen.  Ich bi mir aber nicht sicher, ob es zwingend einen Roboter benötigt oder ob auch eine App an einem Smartphone/Tablet reicht. ","Als Eltern hat man oft das zeitliche Problem, dass man den Kindern zu dem Zeitpunkt, an dem sie gerne üben wollen oder sollen, nicht helfen kann. Außerdem gibt es wie unter Vorteile notiert auch das Problem, dass man als Elternteil in einer anderen Beziehung zum Kind steht wie eine neutrale Person. Eventuelle Konflikte aus anderen Situationen können dann mit dem Prozess vermischt werden, was selten eine positive Sache ist.",Wenn die Kosten für so ein Gerät höher sind als für eine menschliche Person.,,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,44.0,2.0,1.0,5.0,,1.0,7.0,6.0,1.0,,3.0,,4.0,1.0,2.0,37.0,1.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,1,5,69.0,17.0,27.0,189.0,209.0,561.0,92.0,10.0,1179,,2025-06-13 18:46:46,,1,0,9,9,3,1,1.29
739,,,base,interview,ger,2025-06-13 19:29:29,5.0,4.0,5.0,4.0,5.0,6.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,6.0,2.0,6.0,2.0,5.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,3.0,6.0,3.0,5.0,3.0,3.0,5.0,1.0,6.0,1.0,,3.0,,5.0,,Könnte Motivation aufrechterhalten zum Üben,Datenmissbrauch,"Effizienteres Üben
Spaß beim lernen",Bürokratie,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,"Lego Mindstorm, waschmaschine etc.",1.0,1.0,24.0,1.0,2.0,6.0,,1.0,6.0,8.0,1.0,,3.0,,4.0,1.0,2.0,16.0,-9.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,1,576,56.0,24.0,4.0,90.0,157.0,143.0,81.0,13.0,585,,2025-06-13 19:48:34,,1,0,9,9,3,1,1.53
740,,,base,interview,ger,2025-06-13 21:28:30,2.0,6.0,2.0,6.0,6.0,6.0,1.0,1.0,6.0,5.0,6.0,1.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,6.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,6.0,4.0,1.0,1.0,5.0,3.0,4.0,6.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,6.0,1.0,,1.0,,3.0,,Entlastung von Lehrern/Eltern,Vernachlässigung menschlicher Kontakte,keine,keine,,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,,2.0,1.0,59.0,4.0,1.0,6.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,1.0,5.0,2.0,2.0,2.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1,98,220.0,26.0,72.0,377.0,284.0,448.0,153.0,21.0,1618,,2025-06-13 21:56:49,,1,0,9,9,7,4,0.54
743,,,base,interview,eng,2025-06-14 09:40:45,5.0,4.0,5.0,6.0,4.0,6.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,6.0,2.0,5.0,6.0,2.0,3.0,3.0,6.0,5.0,4.0,6.0,6.0,5.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,6.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,6.0,1.0,,3.0,,2.0,,Children would not afraid robot will be mad or think they are poor.,Children may rely too much on robots / The role of Teacher's would decrease,They will help teacher manage their children.,It will cost much and children may destroy them.,I think positive way with having robots in learning process like ChatGpt.,7.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,robotic vaccum cleaner,1.0,1.0,19.0,1.0,2.0,3.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,2.0,2.0,-9.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,6.0,4.0,1,7,213.0,45.0,82.0,321.0,305.0,439.0,215.0,16.0,1502,,2025-06-14 10:08:08,,1,0,9,9,6,3,0.76
744,,,base,interview,ger,2025-06-14 16:20:43,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,1.0,6.0,4.0,1.0,2.0,6.0,2.0,6.0,1.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,6.0,3.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,6.0,1.0,,3.0,,2.0,,Unterszützung beim Lernen / Intensivierung des Lernen / Direkte Ansprahe möglich,Verlust soz. Kontakte v. A. Auch zu Gleichaltrigen/ Vereimsamung / bis hin zur Anhängigkeit / Gefahr psychischer Erkrankung / Scheinwelt / Realitätsverlust / ,"Gezielte Förderung eines Talentes bei sehr differenziert, gezieltem Einsatz",Siehe 10,Wichtig um v. a. Auch Gefahren eines möglichen Robotereinsatz zu erfassen ...,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,59.0,2.0,1.0,2.0,,1.0,10.0,8.0,1.0,,4.0,Verein,4.0,4.0,2.0,30.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1,18,127.0,18.0,51.0,249.0,187.0,613.0,134.0,16.0,1413,,2025-06-14 16:44:16,,1,0,9,9,2,1,0.8
749,,,base,interview,ger,2025-06-15 08:26:43,4.0,4.0,4.0,6.0,4.0,6.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,4.0,,2.0,,Lerneffekt steigert sich,Fehlende soziale Bindung und Entwicklung des Kindes ,Aus Interesse ob es wirklich etwas nützt,Weil ein Roboter kein Mensch ist,Ne,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,Roboter für Klebstoffverarbeitung,1.0,1.0,27.0,2.0,2.0,3.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,5.0,4.0,3.0,2.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,1,6,121.0,209.0,47.0,315.0,169.0,133.0,34.0,9.0,855,,2025-06-15 08:44:06,,1,0,9,9,6,3,1.35
750,,,base,interview,ger,2025-06-15 09:21:22,6.0,1.0,6.0,5.0,1.0,6.0,1.0,1.0,6.0,2.0,6.0,1.0,1.0,3.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,5.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,1.0,,2.0,,.,"Soziale interaktion fehlt, was ist wenn Roboter die Macht ergreifen wollen, jegliche fehlinformationen des roboters können ggf nicht erkannt werden",Bin ich nicht,"Zu gefährlich, soziale Interaktionen fallen weg",,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,20.0,1.0,2.0,3.0,,1.0,8.0,0.0,1.0,,4.0,Bei einer Freundin zuhause,4.0,4.0,1.0,,-9.0,4.0,1.0,1.0,4.0,3.0,5.0,6.0,6.0,1.0,1.0,6.0,1.0,5.0,5.0,3.0,1.0,6.0,6.0,1,36,130.0,11.0,47.0,152.0,125.0,158.0,79.0,60.0,749,,2025-06-15 09:34:40,,1,0,9,9,4,1,1.11
753,,,base,interview,ger,2025-06-15 21:26:53,3.0,5.0,2.0,3.0,2.0,6.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,6.0,6.0,5.0,2.0,6.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,6.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,,3.0,,2.0,,"Zeitersparnis für die Lehrkraft
Ggf. zusätzliche Übungseinheiten mit Feedback
Ggf. andere oder objektive Beschreibungen von Fehlern, um daraus Verbesserungsvorschläge zu ziehen","Datenschutz
Ersetzen einer Lehrkraft
Musik vermittelt und braucht Emotionen, die ein Roboter nicht authentisch vermitteln kann","Objektives Feedback 
Alternierende Übungen für denselben Zweck
Ggf. regelmäßige, programmierte Übungszeiten","Keine echte soziale Interaktion
Kein Verständnis des individuellen menschlichen Körpers
Evtl. hohe Kosten","Erste Seite des Fragebogens war sehr unspezifisch, mehr Kontext hätte geholfen, bzw. wäre wünschenswert ",8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,26.0,1.0,2.0,3.0,,1.0,6.0,16.0,1.0,,2.0,,4.0,1.0,2.0,19.0,-9.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1,35,166.0,24.0,68.0,246.0,250.0,618.0,174.0,11.0,1592,,2025-06-15 21:53:26,,1,0,9,9,3,1,0.67
754,,,base,interview,eng,2025-06-16 08:53:45,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,3.0,2.0,6.0,6.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,6.0,1.0,463767,1.0,,3.0,,"Learning can be made more fun by using social robots.
",What if the child accidentally missed or sang incorrectly and the social robots didn't correct it and the child keeps on making the mistake thinking there is no problem.,"Humans are mostly judgmental, and that can hurt others sometimes. If social robots are not like that, the children might feel more comfortable and feel free to make mistakes and learn from mistakes.",What if the child only listen to what the robot says and totally ignore the teacher.,Nothing specific. I just wanted to say that the questions are really good.,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,4.0,23.0,1.0,2.0,4.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1,37,208.0,34.0,160.0,406.0,263.0,475.0,65.0,59.0,1527,,2025-06-16 09:22:13,,1,0,9,9,6,4,0.56
759,,,base,interview,ger,2025-06-16 21:20:19,3.0,6.0,3.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,2.0,4.0,4.0,4.0,2.0,6.0,6.0,1.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,4.0,1.0,5.0,1.0,6.0,6.0,3.0,6.0,6.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,6.0,1.0,,1.0,,2.0,,"Entlastung der Lehrkraft.
Gesteigertes Interesse der Kinder am Unterricht. 
Mehr Aufmerksamkeit da Kinder allem Neuen zugewandt sind.","Mehr Konkurenz unter den Kindern um ""seine/ihre"" Aufmerksamkeit zu erlangen.
Das menschliche geschulte Ohr bleibt wahrscheinlich unersetzlich .
Zu persönliche Beziehung wenn der Roboter zu menschlich aussieht.","Kinder mögen intuitiv alles Neue und steigern sicher ihre Aufmerksamkeit. 
Abwechslung ist immer gut für einen Lernprozess ",Es gäbe keine,"Da zu Anfang nicht ganz klar ist wie der ""Roboter"" ausschaut fallen die Fragen die den Bezug zu ihm darstellen sollen schwieriger zu beantworten. ",7.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,62.0,1.0,1.0,6.0,,1.0,14.0,2.0,1.0,,4.0,Privatunterricht mit mehreren Kindern von einem Jugendlichen,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,1,61,178.0,22.0,75.0,371.0,215.0,662.0,267.0,9.0,1667,,2025-06-16 21:51:19,,1,0,9,9,2,1,0.63
762,,,base,interview,ger,2025-06-17 09:40:39,6.0,4.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,6.0,3.0,2.0,2.0,5.0,6.0,6.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,4.0,4.0,1.0,5.0,2.0,1.0,3.0,4.0,5.0,1.0,6.0,1.0,,1.0,,3.0,,technische Versiertheit in musikalischen Dingen; theoretisch unbegrenzte Fähigkeiten,Keine,Fortschritte in musikalischen Fertigkeiten erzielen.,"Überteuerte Stundensätze; Arbeitsplatzverlust für Menschen, die als Musiklehrer arbeiten",Die Fragen 9-12 lassen zu viel Raum für Interpretation zu. Das ist für einen ansonsten standardisierten Fragebogen nicht hilfreich.,7.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,"Staubsauger-Roboter, Rasenmäh-Roboter",1.0,1.0,50.0,2.0,1.0,5.0,,1.0,,7.0,1.0,,3.0,,4.0,4.0,3.0,,1.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,6.0,3.0,4.0,4.0,1,5,71.0,41.0,21.0,147.0,304.0,483.0,61.0,3.0,1136,,2025-06-17 09:59:36,,1,0,9,9,2,1,1.51
